accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0000028412-24-000217,2024-02-28,2024-02-26,2024-02-28T17:58:58.000Z,,4,,,,6328,0,0,xslF345X05/wk-form4_1709161116.xml,FORM 4
0000028412-24-000215,2024-02-28,2024-02-26,2024-02-28T17:56:49.000Z,,4,,,,6324,0,0,xslF345X05/wk-form4_1709161001.xml,FORM 4
0000028412-24-000213,2024-02-28,2024-02-26,2024-02-28T17:54:39.000Z,,4,,,,6304,0,0,xslF345X05/wk-form4_1709160864.xml,FORM 4
0000028412-24-000211,2024-02-28,2024-02-26,2024-02-28T17:52:28.000Z,,4,,,,6403,0,0,xslF345X05/wk-form4_1709160735.xml,FORM 4
0000028412-24-000209,2024-02-28,2024-02-26,2024-02-28T17:50:15.000Z,,4,,,,6370,0,0,xslF345X05/wk-form4_1709160601.xml,FORM 4
0000028412-24-000207,2024-02-28,2024-02-26,2024-02-28T17:47:56.000Z,,4,,,,6325,0,0,xslF345X05/wk-form4_1709160464.xml,FORM 4
0000028412-24-000205,2024-02-28,2024-02-26,2024-02-28T17:45:35.000Z,,4,,,,6312,0,0,xslF345X05/wk-form4_1709160320.xml,FORM 4
0000028412-24-000203,2024-02-28,2024-02-26,2024-02-28T17:43:13.000Z,,4,,,,6397,0,0,xslF345X05/wk-form4_1709160184.xml,FORM 4
0000028412-24-000201,2024-02-28,2024-02-26,2024-02-28T17:40:38.000Z,,4,,,,6316,0,0,xslF345X05/wk-form4_1709160025.xml,FORM 4
0000028412-24-000199,2024-02-28,2024-02-26,2024-02-28T17:37:29.000Z,,4,,,,6351,0,0,xslF345X05/wk-form4_1709159820.xml,FORM 4
0000028412-24-000197,2024-02-28,2024-02-26,2024-02-28T17:34:48.000Z,,4,,,,6334,0,0,xslF345X05/wk-form4_1709159661.xml,FORM 4
0000028412-24-000195,2024-02-28,2024-02-26,2024-02-28T17:32:02.000Z,,4,,,,6338,0,0,xslF345X05/wk-form4_1709159496.xml,FORM 4
0000028412-24-000193,2024-02-28,2024-02-26,2024-02-28T17:29:01.000Z,,4,,,,6304,0,0,xslF345X05/wk-form4_1709159316.xml,FORM 4
0000028412-24-000191,2024-02-28,2024-02-26,2024-02-28T17:26:12.000Z,,4,,,,6344,0,0,xslF345X05/wk-form4_1709159139.xml,FORM 4
0000028412-24-000189,2024-02-28,2024-02-26,2024-02-28T17:22:41.000Z,,4,,,,6286,0,0,xslF345X05/wk-form4_1709158931.xml,FORM 4
0000028412-24-000187,2024-02-28,2024-02-26,2024-02-28T17:19:35.000Z,,4,,,,6310,0,0,xslF345X05/wk-form4_1709158751.xml,FORM 4
0000028412-24-000185,2024-02-28,2023-12-31,2024-02-28T16:26:27.000Z,34,10-K,001-10706,24695849,,28944020,1,1,cma-20231231.htm,10-K
0000028412-24-000182,2024-02-27,2024-02-23,2024-02-27T16:16:19.000Z,,4,,,,4594,0,0,xslF345X05/wk-form4_1709068568.xml,FORM 4
