accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001415889-24-005520,2024-02-27,2024-02-23,2024-02-27T16:56:01.000Z,,4,,,,9404,0,0,xslF345X05/form4-02272024_090254.xml,
0001415889-24-005503,2024-02-27,2024-02-23,2024-02-27T16:43:25.000Z,,4,,,,12204,0,0,xslF345X05/form4-02272024_090207.xml,
0000947484-24-000022,2024-02-23,2024-02-23,2024-02-23T15:15:50.000Z,34,8-K,001-16209,24670713,8.01,211690,1,1,acgl-20240223.htm,8-K
0000947484-24-000020,2024-02-23,2023-12-31,2024-02-23T15:13:41.000Z,34,10-K,001-16209,24670709,,36207580,1,1,acgl-20231231.htm,10-K
0000947484-24-000012,2024-02-15,2024-02-15,2024-02-15T14:27:23.000Z,34,8-K,001-16209,24643270,7.01,201570,1,1,acgl-20240215.htm,8-K
0000947484-24-000009,2024-02-14,2023-12-31,2024-02-14T16:17:29.000Z,34,13F-HR,028-20964,24638553,,5549,0,0,xslForm13F_X02/primary_doc.xml,
0000947484-24-000007,2024-02-14,2024-02-14,2024-02-14T16:13:46.000Z,34,8-K,001-16209,24638295,"2.02,9.01",3995064,1,1,acgl-20240214.htm,8-K
0001567619-24-000200,2024-02-14,,2024-02-14T09:29:03.000Z,34,SC 13G/A,005-45257,24633112,,113428,0,0,doc1.htm,NONE
0001104659-24-020316,2024-02-13,,2024-02-13T16:58:53.000Z,34,SC 13G/A,005-45257,24627385,,13388,0,0,tv0319-archcapitalgroupltd.htm,SCHEDULE 13G/A
0001193125-24-030917,2024-02-12,,2024-02-12T06:12:58.000Z,34,SC 13G/A,005-45257,24617267,,109614,0,0,d754018dsc13ga.htm,SC 13G/A
0001422848-24-000190,2024-02-09,,2024-02-09T18:14:14.000Z,34,SC 13G/A,005-45257,24616738,,18634,0,0,SEC13G_Filing.htm,SEC SCHEDULE 13G
0001086364-24-006101,2024-02-01,,2024-02-01T13:04:56.000Z,34,SC 13G/A,005-45257,24585937,,14133,0,0,bmg0450a1053_020124.txt,
0000947484-23-000136,2023-12-21,2023-12-21,2023-12-21T16:13:07.000Z,34,8-K,001-16209,231505428,7.01,203073,1,1,acgl-20231221.htm,8-K
0001415889-23-016191,2023-12-11,2023-12-07,2023-12-11T16:47:57.000Z,,4,,,,6750,0,0,xslF345X05/form4-12112023_091253.xml,
0001415889-23-016063,2023-12-08,2023-12-06,2023-12-08T16:36:06.000Z,,4,,,,11366,0,0,xslF345X05/form4-12082023_091258.xml,
0000947484-23-000131,2023-11-30,2023-11-27,2023-11-30T16:07:29.000Z,34,8-K,001-16209,231455793,5.02,200904,1,1,acgl-20231127.htm,8-K
0001415889-23-015507,2023-11-27,2023-11-22,2023-11-27T17:47:37.000Z,,4,,,,5475,0,0,xslF345X05/form4-11272023_101129.xml,
0001921094-23-000906,2023-11-22,,2023-11-22T15:21:28.000Z,33,144,001-16209,231433061,,4499,0,0,xsl144X01/primary_doc.xml,
0000947484-23-000128,2023-11-22,2023-11-17,2023-11-21T18:54:45.000Z,34,8-K,001-16209,231429569,7.01,201915,1,1,acgl-20231117.htm,8-K
0000947484-23-000117,2023-11-20,2023-11-17,2023-11-20T16:50:25.000Z,34,8-K,001-16209,231423380,7.01,203663,1,1,acgl-20231117.htm,8-K
0001415889-23-015207,2023-11-16,2023-11-15,2023-11-16T17:01:43.000Z,,4,,,,5569,0,0,xslF345X05/form4-11162023_101134.xml,
0000947484-23-000114,2023-11-15,,2023-11-15T16:08:40.000Z,33,F-N,001-16209,231410637,,32074,0,0,formf-n2023.htm,F-N
0000947484-23-000113,2023-11-15,,2023-11-15T16:07:04.000Z,33,S-3ASR,333-275570,231410607,,671410,0,0,s-3112323.htm,S-3ASR
0000947484-23-000108,2023-11-13,2023-11-10,2023-11-13T08:10:09.000Z,34,8-K,001-16209,231395287,8.01,212371,1,1,acgl-20231110.htm,8-K
0000947484-23-000106,2023-11-13,2023-11-13,2023-11-13T07:05:43.000Z,34,8-K,001-16209,231395041,"7.01,9.01",224039,1,1,acgl-20231113.htm,8-K
0000947484-23-000104,2023-11-09,2023-09-30,2023-11-09T15:11:54.000Z,34,13F-HR,028-20964,231391930,,5507,0,0,xslForm13F_X02/primary_doc.xml,
0000947484-23-000102,2023-11-09,2023-09-30,2023-11-09T15:07:17.000Z,34,10-Q,001-16209,231391915,,17945067,1,1,acgl-20230930.htm,10-Q
0001415889-23-014851,2023-11-07,2023-11-03,2023-11-07T17:23:14.000Z,,4,,,,8138,0,0,xslF345X05/form4-11072023_101106.xml,
0001415889-23-014814,2023-11-06,2023-11-02,2023-11-06T17:23:30.000Z,,4,,,,9184,0,0,xslF345X05/form4-11062023_101119.xml,
0001969223-23-000415,2023-11-03,,2023-11-03T16:19:50.000Z,33,144,001-16209,231376623,,8284,0,0,xsl144X01/primary_doc.xml,
0001921094-23-000796,2023-11-02,,2023-11-02T16:21:10.000Z,33,144,001-16209,231372665,,6131,0,0,xsl144X01/primary_doc.xml,
0000947484-23-000095,2023-10-30,2023-10-25,2023-10-30T16:18:17.000Z,34,8-K,001-16209,231360579,"1.01,2.03,9.01",1308634,1,1,acgl-20231025.htm,8-K
0000947484-23-000093,2023-10-30,2023-10-30,2023-10-30T16:16:16.000Z,34,8-K,001-16209,231360429,"2.02,9.01",3987398,1,1,acgl-20231030.htm,8-K
0000947484-23-000089,2023-10-02,2023-09-27,2023-10-02T16:08:59.000Z,34,8-K,001-16209,231299693,"1.01,2.03,9.01",1049644,1,1,acgl-20230927.htm,8-K
0001415889-23-013177,2023-09-12,2023-09-08,2023-09-12T17:04:42.000Z,,4,,,,8793,0,0,xslF345X05/form4-09122023_090935.xml,
0000947484-23-000086,2023-08-24,2023-08-23,2023-08-24T16:01:51.000Z,34,8-K,001-16209,231202146,"1.01,2.03,9.01",1769481,1,1,acgl-20230823.htm,8-K
0000947484-23-000080,2023-08-02,2023-06-30,2023-08-02T15:03:20.000Z,34,13F-HR,028-20964,231135083,,5468,0,0,xslForm13F_X02/primary_doc.xml,
0000947484-23-000078,2023-08-02,2023-06-30,2023-08-02T15:00:46.000Z,34,10-Q,001-16209,231135072,,15996474,1,1,acgl-20230630.htm,10-Q
0000947484-23-000072,2023-07-26,2023-07-26,2023-07-26T16:16:57.000Z,34,8-K,001-16209,231113822,"2.02,9.01",3983462,1,1,acgl-20230726.htm,8-K
0001415889-23-009793,2023-06-14,2023-06-13,2023-06-14T16:27:20.000Z,,4,,,,6768,0,0,xslF345X04/form4-06142023_080615.xml,
0001415889-23-008607,2023-05-23,2023-05-19,2023-05-23T16:29:49.000Z,,4,,,,6187,0,0,xslF345X04/form4-05232023_080544.xml,
0001969223-23-000114,2023-05-19,,2023-05-19T13:11:17.000Z,33,144,001-16209,23939149,,6283,0,0,xsl144X01/primary_doc.xml,
0000947484-23-000066,2023-05-16,,2023-05-16T16:42:32.000Z,33,S-8,333-271975,23928235,,143226,0,0,s-8523.htm,S-8
0001415889-23-007739,2023-05-10,2023-05-08,2023-05-10T17:46:21.000Z,,4,,,,5254,0,0,xslF345X04/form4-05102023_090509.xml,
0001415889-23-007738,2023-05-10,2023-05-08,2023-05-10T17:44:49.000Z,,4,,,,11735,0,0,xslF345X04/form4-05102023_090544.xml,
0001415889-23-007737,2023-05-10,2023-05-09,2023-05-10T17:42:49.000Z,,4,,,,5269,0,0,xslF345X04/form4-05102023_090542.xml,
0001921094-23-000101,2023-05-10,,2023-05-10T14:57:53.000Z,33,144,001-16209,23905769,,6737,0,0,xsl144X01/primary_doc.xml,
0001921094-23-000094,2023-05-09,,2023-05-09T15:51:47.000Z,33,144,001-16209,23901708,,7380,0,0,xsl144X01/primary_doc.xml,
0001415889-23-007593,2023-05-08,2023-05-04,2023-05-08T19:48:11.000Z,,4,,,,10373,0,0,xslF345X04/form4-05082023_110505.xml,
0001415889-23-007588,2023-05-08,2023-05-04,2023-05-08T18:41:22.000Z,,4,,,,4989,0,0,xslF345X04/form4-05082023_100516.xml,
0001415889-23-007587,2023-05-08,2023-05-04,2023-05-08T18:39:16.000Z,,4,,,,6614,0,0,xslF345X04/form4-05082023_100503.xml,
0001415889-23-007585,2023-05-08,2023-05-04,2023-05-08T18:21:24.000Z,,4,,,,6691,0,0,xslF345X04/form4-05082023_100513.xml,
0001415889-23-007584,2023-05-08,2023-05-04,2023-05-08T18:20:27.000Z,,4,,,,4983,0,0,xslF345X04/form4-05082023_100521.xml,
0001415889-23-007583,2023-05-08,2023-05-04,2023-05-08T18:19:42.000Z,,4,,,,4991,0,0,xslF345X04/form4-05082023_100533.xml,
0001415889-23-007582,2023-05-08,2023-05-04,2023-05-08T18:18:54.000Z,,4,,,,4960,0,0,xslF345X04/form4-05082023_100546.xml,
0001415889-23-007580,2023-05-08,2023-05-04,2023-05-08T18:17:58.000Z,,4,,,,6640,0,0,xslF345X04/form4-05082023_100553.xml,
0001415889-23-007578,2023-05-08,2023-05-04,2023-05-08T18:16:51.000Z,,4,,,,6616,0,0,xslF345X04/form4-05082023_100544.xml,
0001415889-23-007577,2023-05-08,2023-05-04,2023-05-08T18:15:12.000Z,,4,,,,4974,0,0,xslF345X04/form4-05082023_100500.xml,
0001415889-23-007575,2023-05-08,2023-05-04,2023-05-08T18:06:34.000Z,,4,,,,4958,0,0,xslF345X04/form4-05082023_100524.xml,
0001415889-23-007573,2023-05-08,2023-05-04,2023-05-08T18:04:51.000Z,,4,,,,12329,0,0,xslF345X04/form4-05082023_100545.xml,
0001921094-23-000089,2023-05-08,,2023-05-08T17:03:09.000Z,33,144,001-16209,23898717,,6827,0,0,xsl144X01/primary_doc.xml,
0000947484-23-000062,2023-05-08,2023-05-04,2023-05-08T16:23:05.000Z,34,8-K,001-16209,23898116,"5.07,8.01,9.01",295831,1,1,acgl-20230504.htm,8-K
0001415889-23-007394,2023-05-05,2023-05-03,2023-05-05T12:38:56.000Z,,4,,,,5352,0,0,xslF345X04/form4-05052023_040551.xml,
0000947484-23-000059,2023-05-04,2023-03-31,2023-05-04T12:10:46.000Z,34,13F-HR,028-20964,23887422,,5052,0,0,xslForm13F_X02/primary_doc.xml,
0000947484-23-000057,2023-05-04,2023-03-31,2023-05-04T12:04:41.000Z,34,10-Q,001-16209,23887396,,14608223,1,1,acgl-20230331.htm,10-Q
0001921094-23-000076,2023-05-03,,2023-05-03T16:48:17.000Z,33,144,001-16209,23884945,,5732,0,0,xsl144X01/primary_doc.xml,
0001415889-23-007183,2023-05-03,2023-05-01,2023-05-03T13:51:54.000Z,,4,,,,14281,0,0,xslF345X04/form4-05032023_050548.xml,
0001921094-23-000069,2023-05-01,,2023-05-01T16:11:12.000Z,33,144,001-16209,23873729,,4511,0,0,xsl144X01/primary_doc.xml,
0000947484-23-000052,2023-04-26,2023-04-26,2023-04-26T16:34:21.000Z,34,8-K,001-16209,23850295,"2.02,9.01",3435028,1,1,acgl-20230426.htm,8-K
0000947484-23-000044,2023-03-23,2022-12-31,2023-03-23T16:16:31.000Z,34,ARS,001-16209,23756426,,10942272,0,0,archar202232123.pdf,ARS
0000947484-23-000042,2023-03-23,,2023-03-23T16:11:33.000Z,34,DEFA14A,001-16209,23756326,,319895,0,0,a2023defa14anotice.htm,DEFA14A
0000947484-23-000040,2023-03-23,,2023-03-23T16:05:58.000Z,34,DEF 14A,001-16209,23756223,,30583231,1,1,acgl-20230323.htm,DEF 14A
0001415889-23-004870,2023-03-14,2023-03-10,2023-03-14T19:04:27.000Z,,4,,,,4796,0,0,xslF345X03/form4-03142023_110305.xml,
0001415889-23-004859,2023-03-14,2023-03-10,2023-03-14T18:00:36.000Z,,4,,,,5540,0,0,xslF345X03/form4-03142023_100328.xml,
0001415889-23-004337,2023-03-06,2023-03-02,2023-03-06T17:44:56.000Z,,4,,,,5183,0,0,xslF345X03/form4-03062023_100351.xml,
0001415889-23-003565,2023-02-28,2023-02-24,2023-02-28T19:42:37.000Z,,4,,,,7263,0,0,xslF345X03/form4-03012023_120322.xml,
