accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001633917-19-000134,2019-05-24,2019-05-22,2019-05-24T16:39:49.000Z,34,8-K,001-36859,19854952,5.07,64631,0,0,a8-k2019stockholdermeeting.htm,8-K (2019 ANNUAL MEETING RESULTS)
0001633917-19-000132,2019-05-17,2019-05-15,2019-05-17T20:45:12.000Z,,4,,,,17572,0,0,xslF345X03/edgardoc.xml,PRIMARY DOCUMENT
0001633917-19-000130,2019-05-17,2019-05-15,2019-05-17T20:42:43.000Z,,4,,,,23896,0,0,xslF345X03/edgardoc.xml,PRIMARY DOCUMENT
0001633917-19-000128,2019-05-16,2019-05-14,2019-05-16T18:42:48.000Z,,4,,,,25530,0,0,xslF345X03/edgardoc.xml,PRIMARY DOCUMENT
0001193125-19-137625,2019-05-06,,2019-05-06T08:31:18.000Z,34,DEFA14A,001-36859,19798119,,4809201,0,0,d731891ddefa14a.htm,DEFA14A
0001633917-19-000126,2019-05-02,2019-04-30,2019-05-02T18:29:56.000Z,,4,,,,22345,0,0,xslF345X03/edgardoc.xml,PRIMARY DOCUMENT
0001633917-19-000124,2019-04-30,2019-04-26,2019-04-30T19:37:58.000Z,,4,,,,17777,0,0,xslF345X03/edgardoc.xml,PRIMARY DOCUMENT
0001633917-19-000122,2019-04-30,2019-04-26,2019-04-30T19:35:05.000Z,,4,,,,18869,0,0,xslF345X03/edgardoc.xml,PRIMARY DOCUMENT
0001633917-19-000120,2019-04-30,2019-04-26,2019-04-30T19:32:41.000Z,,4,,,,23172,0,0,xslF345X03/edgardoc.xml,PRIMARY DOCUMENT
0001633917-19-000118,2019-04-25,2019-03-31,2019-04-25T17:01:17.000Z,34,10-Q,001-36859,19768245,,10535251,1,0,pypl10-qq12019.htm,10-Q
