accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0000092230-06-000057,2006-06-08,2006-06-05,2006-06-08T16:48:50.000Z,34,8-K,001-10853,06894505,8.01,23906,0,0,accel8k62006.htm,
0000092230-06-000055,2006-06-08,2006-06-07,2006-06-08T10:56:38.000Z,34,8-K,001-10853,06893063,"8.01,9.01",577154,0,0,captrust8k.htm,
0000092230-06-000051,2006-06-01,2006-05-30,2006-06-01T16:57:19.000Z,34,8-K,001-10853,06880648,"8.01,9.01",178358,0,0,under8k.htm,
0001193125-06-122839,2006-06-01,,2006-06-01T16:43:20.000Z,33,424B5,333-134261,06880505,,761255,0,0,d424b5.htm,BB&T CORPORATION
0001193125-06-122743,2006-06-01,,2006-06-01T15:32:26.000Z,33,POSASR,333-134261,06879973,,86316,0,0,dposasr.htm,POST EFFECTIVE AMENDMENT NO. 1
0000092230-06-000050,2006-06-01,2006-06-01,2006-06-01T11:08:02.000Z,34,8-K,001-10853,06878916,"8.01,9.01",32053,0,0,main8k.htm,
0001193125-06-122010,2006-05-31,,2006-05-31T16:12:37.000Z,33,424B3,333-101218,06877119,,182179,0,0,d424b3.htm,424B3
0001193125-06-121994,2006-05-31,,2006-05-31T15:56:55.000Z,,FWP,,,,13155,0,0,dfwp.htm,TERM SHEET
0001193125-06-121236,2006-05-30,,2006-05-30T16:58:29.000Z,33,424B3,333-134261,06874610,,768271,0,0,d424b3.htm,RULE 424 (B)(3) FILING
0001092787-06-000126,2006-05-24,2006-05-23,2006-05-24T16:58:07.000Z,,4,,,,34447,0,0,xslF345X02/dea636.xml,
0001092787-06-000124,2006-05-23,2006-05-19,2006-05-23T12:08:56.000Z,,4,,,,23660,0,0,xslF345X02/wil635.xml,
0001092787-06-000122,2006-05-19,2006-05-05,2006-05-19T16:43:07.000Z,,4,,,,18400,0,0,xslF345X02/mor633.xml,
0001092787-06-000121,2006-05-19,2006-05-05,2006-05-19T16:43:07.000Z,,4,,,,30692,0,0,xslF345X02/mcc634.xml,
0001092787-06-000120,2006-05-19,2006-03-03,2006-05-19T16:42:59.000Z,,4,,,,16513,0,0,xslF345X02/chi632.xml,
0001193125-06-115576,2006-05-18,,2006-05-18T17:20:06.000Z,33,S-3ASR,333-134261,06852942,,1643148,0,0,ds3asr.htm,FORM S-3
0001092787-06-000116,2006-05-16,2006-04-26,2006-05-16T17:01:40.000Z,,4,,,,21417,0,0,xslF345X02/kin631.xml,
0001092787-06-000114,2006-05-09,2006-05-05,2006-05-09T16:25:11.000Z,,4,,,,28529,0,0,xslF345X02/cha627.xml,
0000092230-06-000045,2006-05-05,2006-03-31,2006-05-05T15:17:05.000Z,34,10-Q,001-10853,06812741,,1382099,0,0,q1200610q.htm,
0001092787-06-000112,2006-05-04,2006-05-03,2006-05-04T15:56:18.000Z,,4,,,,21181,0,0,xslF345X02/bro626.xml,
0001092787-06-000110,2006-05-03,2006-05-01,2006-05-03T15:25:45.000Z,,4,,,,22886,0,0,xslF345X02/wig625.xml,
0001092787-06-000108,2006-05-01,2006-04-27,2006-05-01T16:03:10.000Z,,4,,,,23682,0,0,xslF345X02/mor624.xml,
0001092787-06-000105,2006-04-28,2006-04-26,2006-04-28T16:36:00.000Z,,4,,,,22411,0,0,xslF345X02/all622.xml,
0000092230-06-000041,2006-04-27,2006-03-31,2006-04-27T13:55:41.000Z,34,13F-HR,028-03501,06784371,,192637,0,0,trust13fhr.txt,
0001193125-06-089644,2006-04-27,,2006-04-26T18:12:04.000Z,33,S-4,333-133572,06782477,,1302645,0,0,ds4.htm,BB&T CORPORATION
0000092230-06-000038,2006-04-25,2006-04-25,2006-04-25T17:20:11.000Z,34,8-K,001-10853,06778900,"5.03,8.01,9.01",100602,0,0,bylaws8k.htm,
0000950144-06-003860,2006-04-25,,2006-04-25T11:38:38.000Z,33,424B3,333-132044,06777065,,966789,0,0,g99706b3e424b3.htm,BB&T CORPORATION
0000950144-06-003758,2006-04-21,,2006-04-21T12:48:11.000Z,,CORRESP,,,,6678,0,0,filename1.htm,
0000950144-06-003731,2006-04-20,,2006-04-20T17:21:04.000Z,33,S-4/A,333-132044,06770743,,1067484,0,0,g99706a3sv4za.htm,BB&T CORPORATION
0000950144-06-003714,2006-04-20,,2006-04-20T15:11:49.000Z,,CORRESP,,,,4033,0,0,filename1.htm,
0000092230-06-000035,2006-04-20,2006-03-31,2006-04-20T10:54:16.000Z,34,8-K,001-10853,06768967,"2.02,9.01",844462,0,0,pr1q06.htm,
0000950144-06-003429,2006-04-12,,2006-04-11T22:00:59.000Z,33,S-4/A,333-132044,06754711,,1074728,0,0,g99706a2sv4za.htm,BB&T CORPORATION
0000950144-06-002813,2006-03-29,,2006-03-28T17:49:51.000Z,33,S-4/A,333-132044,06716177,,1070862,0,0,g99706a1sv4za.htm,BB&T CORPORATION
0000000000-06-014607,2006-03-28,,2006-03-28T09:43:54.000Z,,UPLOAD,,,,1997,0,0,filename1.txt,
0001092787-06-000103,2006-03-23,2006-03-21,2006-03-23T16:09:39.000Z,,4,,,,25997,0,0,xslF345X02/efi620.xml,
