accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001225208-23-005019,2023-04-25,2023-04-24,2023-04-25T17:55:44.000Z,,4,,,,5387,0,0,xslF345X04/doc4.xml,
0001225208-23-005018,2023-04-25,2023-04-24,2023-04-25T17:55:41.000Z,,4,,,,5100,0,0,xslF345X04/doc4.xml,
0001225208-23-005017,2023-04-25,2023-04-24,2023-04-25T17:55:37.000Z,,4,,,,5528,0,0,xslF345X04/doc4.xml,
0001225208-23-005016,2023-04-25,2023-04-24,2023-04-25T17:55:32.000Z,,4,,,,5545,0,0,xslF345X04/doc4.xml,
0001225208-23-005014,2023-04-25,2023-04-24,2023-04-25T17:55:30.000Z,,4,,,,5549,0,0,xslF345X04/doc4.xml,
0001225208-23-005013,2023-04-25,2023-04-24,2023-04-25T17:55:29.000Z,,4,,,,5438,0,0,xslF345X04/doc4.xml,
0001225208-23-005015,2023-04-25,2023-04-24,2023-04-25T17:55:27.000Z,,4,,,,5639,0,0,xslF345X04/doc4.xml,
0001225208-23-005012,2023-04-25,2023-04-24,2023-04-25T17:55:23.000Z,,4,,,,5535,0,0,xslF345X04/doc4.xml,
0001225208-23-005011,2023-04-25,2023-04-24,2023-04-25T17:55:18.000Z,,4,,,,5550,0,0,xslF345X04/doc4.xml,
0001281761-23-000027,2023-04-21,2023-04-21,2023-04-21T06:03:12.000Z,34,8-K,001-34034,23834404,"2.02,7.01,9.01",10558923,1,1,rf-20230421.htm,8-K
0001225208-23-004923,2023-04-20,2023-04-19,2023-04-20T18:23:06.000Z,,4,,,,7109,0,0,xslF345X04/doc4.xml,
0001225208-23-004922,2023-04-20,2023-04-19,2023-04-20T18:23:04.000Z,,4,,,,6675,0,0,xslF345X04/doc4.xml,
0001225208-23-004921,2023-04-20,2023-04-19,2023-04-20T18:22:59.000Z,,4,,,,6666,0,0,xslF345X04/doc4.xml,
0001225208-23-004920,2023-04-20,2023-04-19,2023-04-20T18:22:55.000Z,,4,,,,6682,0,0,xslF345X04/doc4.xml,
