accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001225208-24-005247,2024-04-25,2024-04-23,2024-04-25T17:25:05.000Z,,4,,,,5728,0,0,xslF345X05/doc4.xml,
0001225208-24-005244,2024-04-25,2024-04-23,2024-04-25T17:25:01.000Z,,4,,,,5757,0,0,xslF345X05/doc4.xml,
0001225208-24-005243,2024-04-25,2024-04-23,2024-04-25T17:24:58.000Z,,4,,,,5744,0,0,xslF345X05/doc4.xml,
0001225208-24-005242,2024-04-25,2024-04-23,2024-04-25T17:22:52.000Z,,4,,,,5778,0,0,xslF345X05/doc4.xml,
0001225208-24-005241,2024-04-25,2024-04-23,2024-04-25T17:18:42.000Z,,4,,,,4662,0,0,xslF345X05/doc4.xml,
0001225208-24-005240,2024-04-25,2024-04-23,2024-04-25T17:18:41.000Z,,4,,,,4843,0,0,xslF345X05/doc4.xml,
0001225208-24-005239,2024-04-25,2024-04-24,2024-04-25T17:08:28.000Z,,4,,,,4414,0,0,xslF345X05/doc4.xml,
0001959173-24-003040,2024-04-25,,2024-04-25T11:23:12.000Z,33,144,001-34073,24873994,,5551,0,0,xsl144X01/primary_doc.xml,
0001959173-24-003028,2024-04-24,,2024-04-24T10:00:21.000Z,33,144,001-34073,24867288,,6659,0,0,xsl144X01/primary_doc.xml,
0001225208-24-005179,2024-04-23,2024-04-17,2024-04-23T18:03:27.000Z,,3,,,,7025,0,0,xslF345X02/doc3.xml,
0001959173-24-003018,2024-04-23,,2024-04-23T13:30:31.000Z,33,144,001-34073,24863715,,5570,0,0,xsl144X01/primary_doc.xml,
0001965301-24-000058,2024-04-23,,2024-04-23T09:53:08.000Z,33,144,001-34073,24862972,,4550,0,0,xsl144X01/primary_doc.xml,
0000049196-24-000042,2024-04-19,2024-04-19,2024-04-19T17:15:58.000Z,34,8-K/A,001-34073,24858897,"2.02,9.01",2507410,1,1,hban-20240419.htm,8-K/A
0000049196-24-000039,2024-04-19,2024-04-17,2024-04-19T16:26:00.000Z,34,8-K,001-34073,24858110,"5.02,5.07,9.01",531951,1,1,hban-20240417.htm,8-K
0000049196-24-000037,2024-04-19,2024-04-19,2024-04-19T16:07:08.000Z,34,8-K,001-34073,24857804,"8.01,9.01",279613,1,1,hban-20240419.htm,8-K
0000049196-24-000035,2024-04-19,2024-04-19,2024-04-19T06:31:01.000Z,34,8-K,001-34073,24855578,9.01,2491793,1,1,hban-20240419.htm,8-K
0001225208-24-005110,2024-04-18,2024-04-16,2024-04-18T17:21:28.000Z,,4,,,,6473,0,0,xslF345X05/doc4.xml,
